Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2025-01-22,223.03823852539062,223.8300018310547,224.1199951171875,219.7899932861328,219.7899932861328,64126500,AAPL
2025-01-23,222.8688507080078,223.66000366210938,227.02999877929688,222.3000030517578,224.74000549316406,60234800,AAPL
2025-01-24,221.991943359375,222.77999877929688,225.6300048828125,221.41000366210938,224.77999877929688,54697900,AAPL
2025-01-27,229.04690551757812,229.86000061035156,232.14999389648438,223.97999572753906,224.02000427246094,94863400,AAPL
2025-01-28,237.41717529296875,238.25999450683594,240.19000244140625,230.80999755859375,230.85000610351562,75707600,AAPL
2025-01-29,238.51329040527344,239.36000061035156,239.86000061035156,234.00999450683594,234.1199951171875,45486100,AAPL
2025-01-30,236.7495574951172,237.58999633789062,240.7899932861328,237.2100067138672,238.6699981689453,55658300,AAPL
2025-01-31,235.16519165039062,236.0,247.19000244140625,233.44000244140625,247.19000244140625,100959800,AAPL
2025-02-03,227.20343017578125,228.00999450683594,231.8300018310547,225.6999969482422,229.99000549316406,73063300,AAPL
2025-02-04,231.9765167236328,232.8000030517578,233.1300048828125,226.64999389648438,227.25,45067300,AAPL
2025-02-05,231.64767456054688,232.47000122070312,232.6699981689453,228.27000427246094,228.52999877929688,39620300,AAPL
2025-02-06,232.39501953125,233.22000122070312,233.8000030517578,230.42999267578125,231.2899932861328,29925300,AAPL
2025-02-07,226.82481384277344,227.6300048828125,234.0,227.25999450683594,232.60000610351562,39707200,AAPL
2025-02-10,227.0941162109375,227.64999389648438,230.58999633789062,227.1999969482422,229.57000732421875,33115600,AAPL
2025-02-11,232.05198669433594,232.6199951171875,235.22999572753906,228.1300048828125,228.1999969482422,53718400,AAPL
2025-02-12,236.29161071777344,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300,AAPL
2025-02-13,240.9402313232422,241.52999877929688,242.33999633789062,235.57000732421875,236.91000366210938,53614100,AAPL
2025-02-14,244.00274658203125,244.60000610351562,245.5500030517578,240.99000549316406,241.25,40896200,AAPL
2025-02-18,243.87306213378906,244.47000122070312,245.17999267578125,241.83999633789062,244.14999389648438,48822500,AAPL
2025-02-19,244.27207946777344,244.8699951171875,246.00999450683594,243.16000366210938,244.66000366210938,32204200,AAPL
2025-02-20,245.22975158691406,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900,AAPL
2025-02-21,244.95042419433594,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400,AAPL
2025-02-24,246.49664306640625,247.10000610351562,248.86000061035156,244.4199981689453,244.92999267578125,51326400,AAPL
2025-02-25,246.43678283691406,247.0399932861328,250.0,244.91000366210938,248.0,48013300,AAPL
2025-02-26,239.77310180664062,240.36000061035156,244.97999572753906,239.1300048828125,244.3300018310547,44433600,AAPL
2025-02-27,236.72056579589844,237.3000030517578,242.4600067138672,237.05999755859375,239.41000366210938,41153600,AAPL
2025-02-28,241.24948120117188,241.83999633789062,242.08999633789062,230.1999969482422,236.9499969482422,56833400,AAPL
2025-03-03,237.4487762451172,238.02999877929688,244.02999877929688,236.11000061035156,241.7899932861328,47184000,AAPL
2025-03-04,235.35391235351562,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53798100,AAPL
2025-03-05,235.1643829345703,235.74000549316406,236.5500030517578,229.22999572753906,235.4199981689453,47227600,AAPL
2025-03-06,234.75538635253906,235.3300018310547,237.86000061035156,233.16000366210938,234.44000244140625,45170400,AAPL
2025-03-07,238.4862518310547,239.07000732421875,241.3699951171875,234.75999450683594,235.11000061035156,46273600,AAPL
2025-03-10,226.92454528808594,227.47999572753906,236.16000366210938,224.22000122070312,235.5399932861328,72071200,AAPL
2025-03-11,220.30075073242188,220.83999633789062,225.83999633789062,217.4499969482422,223.80999755859375,76137400,AAPL
2025-03-12,216.45018005371094,216.97999572753906,221.75,214.91000366210938,220.13999938964844,62547500,AAPL
2025-03-13,209.16799926757812,209.67999267578125,216.83999633789062,208.4199981689453,215.9499969482422,61368300,AAPL
2025-03-14,212.9687042236328,213.49000549316406,213.9499969482422,209.5800018310547,211.25,60107600,AAPL
2025-03-17,213.4774627685547,214.0,215.22000122070312,209.97000122070312,213.30999755859375,48073400,AAPL
2025-03-18,212.17066955566406,212.69000244140625,215.14999389648438,211.49000549316406,214.16000366210938,42432400,AAPL
2025-03-19,214.7144317626953,215.24000549316406,218.75999450683594,213.75,214.22000122070312,54385400,AAPL
2025-03-20,213.5772247314453,214.10000610351562,217.49000549316406,212.22000122070312,213.99000549316406,48862900,AAPL
2025-03-21,217.73704528808594,218.27000427246094,218.83999633789062,211.27999877929688,211.55999755859375,94127800,AAPL
2025-03-24,220.19102478027344,220.72999572753906,221.47999572753906,218.5800018310547,221.0,44299500,AAPL
2025-03-25,223.2036590576172,223.75,224.10000610351562,220.0800018310547,220.77000427246094,34493600,AAPL
2025-03-26,220.98907470703125,221.52999877929688,225.02000427246094,220.47000122070312,223.50999450683594,34466100,AAPL
2025-03-27,223.3034210205078,223.85000610351562,224.99000549316406,220.55999755859375,221.38999938964844,37094800,AAPL
2025-03-28,217.36793518066406,217.89999389648438,223.80999755859375,217.67999267578125,221.6699981689453,39818600,AAPL
2025-03-31,221.58761596679688,222.1300048828125,225.6199951171875,216.22999572753906,217.00999450683594,65299300,AAPL
2025-04-01,222.64503479003906,223.19000244140625,223.67999267578125,218.89999389648438,219.80999755859375,36412700,AAPL
2025-04-02,223.34332275390625,223.88999938964844,225.19000244140625,221.02000427246094,221.32000732421875,35905900,AAPL
2025-04-03,202.69384765625,203.19000244140625,207.49000549316406,201.25,205.5399932861328,103419000,AAPL
2025-04-04,187.92002868652344,188.3800048828125,199.8800048828125,187.33999633789062,193.88999938964844,125910900,AAPL
2025-04-07,181.0169219970703,181.4600067138672,194.14999389648438,174.6199951171875,177.1999969482422,160466300,AAPL
2025-04-08,171.9989776611328,172.4199981689453,190.33999633789062,169.2100067138672,186.6999969482422,120859500,AAPL
2025-04-09,198.3644561767578,198.85000610351562,200.61000061035156,171.88999938964844,171.9499969482422,184395900,AAPL
2025-04-10,189.9550323486328,190.4199981689453,194.77999877929688,183.0,189.07000732421875,121880000,AAPL
2025-04-11,197.66615295410156,198.14999389648438,199.5399932861328,186.05999755859375,186.10000610351562,87435900,AAPL
2025-04-14,202.02549743652344,202.52000427246094,212.94000244140625,201.16000366210938,211.44000244140625,101352900,AAPL
2025-04-15,201.6464080810547,202.13999938964844,203.50999450683594,199.8000030517578,201.86000061035156,51343900,AAPL
2025-04-16,193.79563903808594,194.27000427246094,200.6999969482422,192.3699951171875,198.36000061035156,59732400,AAPL
2025-04-17,196.4990234375,196.97999572753906,198.8300018310547,194.4199981689453,197.1999969482422,52164700,AAPL
2025-04-21,192.6883544921875,193.16000366210938,193.8000030517578,189.80999755859375,193.27000427246094,46742500,AAPL
2025-04-22,199.25228881835938,199.74000549316406,201.58999633789062,195.97000122070312,196.1199951171875,52976400,AAPL
2025-04-23,204.1004180908203,204.60000610351562,208.0,202.8000030517578,206.0,52929200,AAPL
2025-04-24,207.8612060546875,208.3699951171875,208.8300018310547,202.94000244140625,204.88999938964844,47311000,AAPL
2025-04-25,208.76898193359375,209.27999877929688,209.75,206.1999969482422,206.3699951171875,38222300,AAPL
2025-04-28,209.62689208984375,210.13999938964844,211.5,207.4600067138672,210.0,38743100,AAPL
2025-04-29,210.6942901611328,211.2100067138672,212.24000549316406,208.3699951171875,208.69000244140625,36827600,AAPL
2025-04-30,211.9811248779297,212.5,213.5800018310547,206.6699981689453,209.3000030517578,52286500,AAPL
2025-05-01,212.79913330078125,213.32000732421875,214.55999755859375,208.89999389648438,209.0800018310547,57365700,AAPL
2025-05-02,204.8485870361328,205.35000610351562,206.99000549316406,202.16000366210938,206.08999633789062,101010600,AAPL
2025-05-05,198.40435791015625,198.88999938964844,204.10000610351562,198.2100067138672,203.10000610351562,69018500,AAPL
2025-05-06,198.02528381347656,198.50999450683594,200.64999389648438,197.02000427246094,198.2100067138672,51216500,AAPL
2025-05-07,195.7707977294922,196.25,199.44000244140625,193.25,199.1699981689453,68536700,AAPL
2025-05-08,197.00778198242188,197.49000549316406,200.0500030517578,194.67999267578125,197.72000122070312,50478900,AAPL
2025-05-09,198.0452423095703,198.52999877929688,200.5399932861328,197.5399932861328,199.0,36453900,AAPL
2025-05-12,210.55104064941406,210.7899932861328,211.27000427246094,206.75,210.97000122070312,63775800,AAPL
2025-05-13,212.68861389160156,212.92999267578125,213.39999389648438,209.0,210.42999267578125,51909300,AAPL
2025-05-14,212.08929443359375,212.3300018310547,213.94000244140625,210.5800018310547,212.42999267578125,49325800,AAPL
2025-05-15,211.21029663085938,211.4499969482422,212.9600067138672,209.5399932861328,210.9499969482422,45029500,AAPL
2025-05-16,211.0205078125,211.25999450683594,212.57000732421875,209.77000427246094,212.36000061035156,54737900,AAPL
2025-05-19,208.54331970214844,208.77999877929688,209.47999572753906,204.25999450683594,207.91000366210938,46140500,AAPL
2025-05-20,206.62550354003906,206.86000061035156,208.47000122070312,205.02999877929688,207.6699981689453,42496600,AAPL
2025-05-21,201.86090087890625,202.08999633789062,207.0399932861328,200.7100067138672,205.1699981689453,59211800,AAPL
2025-05-22,201.13172912597656,201.36000061035156,202.75,199.6999969482422,200.7100067138672,46742400,AAPL
2025-05-23,195.04864501953125,195.27000427246094,197.6999969482422,193.4600067138672,193.6699981689453,78432900,AAPL
2025-05-27,199.98304748535156,200.2100067138672,200.74000549316406,197.42999267578125,198.3000030517578,56288500,AAPL
2025-05-28,200.1927947998047,200.4199981689453,202.72999572753906,199.89999389648438,200.58999633789062,45339700,AAPL
2025-05-29,199.72332763671875,199.9499969482422,203.80999755859375,198.50999450683594,203.5800018310547,51396800,AAPL
2025-05-30,200.622314453125,200.85000610351562,201.9600067138672,196.77999877929688,199.3699951171875,70819900,AAPL
2025-06-02,201.47134399414062,201.6999969482422,202.1300048828125,200.1199951171875,200.27999877929688,35423300,AAPL
2025-06-03,203.03956604003906,203.27000427246094,203.77000427246094,200.9600067138672,201.35000610351562,46381600,AAPL
2025-06-04,202.590087890625,202.82000732421875,206.24000549316406,202.10000610351562,202.91000366210938,43604000,AAPL
2025-06-05,200.40257263183594,200.6300048828125,204.75,200.14999389648438,203.5,55126100,AAPL
2025-06-06,203.68882751464844,203.9199981689453,205.6999969482422,202.0500030517578,203.0,46607700,AAPL
2025-06-09,201.2216339111328,201.4499969482422,206.0,200.02000427246094,204.38999938964844,72862600,AAPL
2025-06-10,202.44024658203125,202.6699981689453,204.35000610351562,200.57000732421875,200.60000610351562,54672600,AAPL
2025-06-11,198.55465698242188,198.77999877929688,204.5,198.41000366210938,203.5,60989900,AAPL
2025-06-12,198.97418212890625,199.1999969482422,199.67999267578125,197.36000061035156,199.0800018310547,43904600,AAPL
2025-06-13,196.227294921875,196.4499969482422,200.3699951171875,195.6999969482422,199.72999572753906,51447300,AAPL
2025-06-16,198.195068359375,198.4199981689453,198.69000244140625,196.55999755859375,197.3000030517578,43020700,AAPL
2025-06-17,195.418212890625,195.63999938964844,198.38999938964844,195.2100067138672,197.1999969482422,38856200,AAPL
2025-06-18,196.35714721679688,196.5800018310547,197.57000732421875,195.07000732421875,195.94000244140625,45394700,AAPL
2025-06-20,200.7721405029297,201.0,201.6999969482422,196.86000061035156,198.24000549316406,96813500,AAPL
2025-06-23,201.27157592773438,201.5,202.3000030517578,198.9600067138672,201.6300048828125,55814300,AAPL
2025-06-24,200.07293701171875,200.3000030517578,203.44000244140625,200.1999969482422,202.58999633789062,54064000,AAPL
2025-06-25,201.33151245117188,201.55999755859375,203.6699981689453,200.6199951171875,201.4499969482422,39525700,AAPL
2025-06-26,200.7721405029297,201.0,202.63999938964844,199.4600067138672,201.42999267578125,50799100,AAPL
2025-06-27,200.85205078125,201.0800018310547,203.22000122070312,200.0,201.88999938964844,73188600,AAPL
2025-06-30,204.93740844726562,205.1699981689453,207.38999938964844,199.25999450683594,202.00999450683594,91912800,AAPL
2025-07-01,207.58441162109375,207.82000732421875,210.19000244140625,206.13999938964844,206.6699981689453,78788900,AAPL
2025-07-02,212.1991729736328,212.44000244140625,213.33999633789062,208.13999938964844,208.91000366210938,67941800,AAPL
2025-07-03,213.30792236328125,213.5500030517578,214.64999389648438,211.80999755859375,212.14999389648438,34955800,AAPL
2025-07-07,209.7119903564453,209.9499969482422,216.22999572753906,208.8000030517578,212.67999267578125,50229000,AAPL
2025-07-08,209.7719268798828,210.00999450683594,211.42999267578125,208.4499969482422,210.10000610351562,42848900,AAPL
2025-07-09,210.90065002441406,211.13999938964844,211.3300018310547,207.22000122070312,209.52999877929688,48749400,AAPL
2025-07-10,212.16920471191406,212.41000366210938,213.47999572753906,210.02999877929688,210.50999450683594,44443600,AAPL
2025-07-11,210.92062377929688,211.16000366210938,212.1300048828125,209.86000061035156,210.57000732421875,39765800,AAPL
2025-07-14,208.3834991455078,208.6199951171875,210.91000366210938,207.5399932861328,209.92999267578125,38840100,AAPL
2025-07-15,208.87295532226562,209.11000061035156,211.88999938964844,208.9199981689453,209.22000122070312,42296300,AAPL
2025-07-16,209.92176818847656,210.16000366210938,212.39999389648438,208.63999938964844,210.3000030517578,47490500,AAPL
2025-07-17,209.78192138671875,210.02000427246094,211.8000030517578,209.58999633789062,210.57000732421875,48068100,AAPL
2025-07-18,210.9405975341797,211.17999267578125,211.7899932861328,209.6999969482422,210.8699951171875,48974600,AAPL
2025-07-21,212.23912048339844,212.47999572753906,215.77999877929688,211.6300048828125,212.10000610351562,51377400,AAPL
2025-07-22,214.15695190429688,214.39999389648438,214.9499969482422,212.22999572753906,213.13999938964844,46404100,AAPL
2025-07-23,213.9072265625,214.14999389648438,215.14999389648438,212.41000366210938,215.0,46989300,AAPL
2025-07-24,213.51766967773438,213.75999450683594,215.69000244140625,213.52999877929688,213.89999389648438,46022600,AAPL
2025-07-25,213.63754272460938,213.8800048828125,215.24000549316406,213.39999389648438,214.6999969482422,40268800,AAPL
2025-07-28,213.80735778808594,214.0500030517578,214.85000610351562,213.05999755859375,214.02999877929688,37858000,AAPL
2025-07-29,211.03050231933594,211.27000427246094,214.80999755859375,210.82000732421875,214.17999267578125,51411700,AAPL
2025-07-30,208.81301879882812,209.0500030517578,212.38999938964844,207.72000122070312,211.89999389648438,45512500,AAPL
2025-07-31,207.33470153808594,207.57000732421875,209.83999633789062,207.16000366210938,208.49000549316406,80698400,AAPL
2025-08-01,202.1505889892578,202.3800048828125,213.5800018310547,201.5,210.8699951171875,104434500,AAPL
2025-08-04,203.11949157714844,203.35000610351562,207.8800048828125,201.67999267578125,204.50999450683594,75109300,AAPL
2025-08-05,202.68995666503906,202.9199981689453,205.33999633789062,202.16000366210938,203.39999389648438,44155100,AAPL
2025-08-06,213.0082550048828,213.25,215.3800048828125,205.58999633789062,205.6300048828125,108483100,AAPL
2025-08-07,219.7805633544922,220.02999877929688,220.85000610351562,216.5800018310547,218.8800048828125,90224800,AAPL
2025-08-08,229.0900115966797,229.35000610351562,231.0,219.25,220.8300018310547,113854000,AAPL
2025-08-11,227.17999267578125,227.17999267578125,229.55999755859375,224.75999450683594,227.9199981689453,61806100,AAPL
2025-08-12,229.64999389648438,229.64999389648438,230.8000030517578,227.07000732421875,228.00999450683594,55626200,AAPL
2025-08-13,233.3300018310547,233.3300018310547,235.0,230.42999267578125,231.07000732421875,69878500,AAPL
2025-08-14,232.77999877929688,232.77999877929688,235.1199951171875,230.85000610351562,234.05999755859375,51916300,AAPL
2025-08-15,231.58999633789062,231.58999633789062,234.27999877929688,229.33999633789062,234.0,56038700,AAPL
2025-08-18,230.88999938964844,230.88999938964844,233.1199951171875,230.11000061035156,231.6999969482422,37476200,AAPL
2025-08-19,230.55999755859375,230.55999755859375,232.8699951171875,229.35000610351562,231.27999877929688,39402600,AAPL
2025-08-20,226.00999450683594,226.00999450683594,230.47000122070312,225.77000427246094,229.97999572753906,42263900,AAPL
2025-08-21,224.89999389648438,224.89999389648438,226.52000427246094,223.77999877929688,226.27000427246094,30621200,AAPL
2025-08-22,227.75999450683594,227.75999450683594,229.08999633789062,225.41000366210938,226.1699981689453,42477800,AAPL
2025-08-25,227.16000366210938,227.16000366210938,229.3000030517578,226.22999572753906,226.47999572753906,30983100,AAPL
2025-08-26,229.30999755859375,229.30999755859375,229.49000549316406,224.69000244140625,226.8699951171875,54575100,AAPL
2025-08-27,230.49000549316406,230.49000549316406,230.89999389648438,228.25999450683594,228.61000061035156,31259500,AAPL
2025-08-28,232.55999755859375,232.55999755859375,233.41000366210938,229.33999633789062,230.82000732421875,38074700,AAPL
2025-08-29,232.13999938964844,232.13999938964844,233.3800048828125,231.3699951171875,232.50999450683594,39418400,AAPL
2025-09-02,229.72000122070312,229.72000122070312,230.85000610351562,226.97000122070312,229.25,44075600,AAPL
2025-09-03,238.47000122070312,238.47000122070312,238.85000610351562,234.36000061035156,237.2100067138672,66427800,AAPL
2025-09-04,239.77999877929688,239.77999877929688,239.89999389648438,236.74000549316406,238.4499969482422,47549400,AAPL
2025-09-05,239.69000244140625,239.69000244140625,241.32000732421875,238.49000549316406,240.0,54870400,AAPL
2025-09-08,237.8800048828125,237.8800048828125,240.14999389648438,236.33999633789062,239.3000030517578,48999500,AAPL
2025-09-09,234.35000610351562,234.35000610351562,238.77999877929688,233.36000061035156,237.0,66313900,AAPL
2025-09-10,226.7899932861328,226.7899932861328,232.4199981689453,225.9499969482422,232.19000244140625,83440800,AAPL
2025-09-11,230.02999877929688,230.02999877929688,230.4499969482422,226.64999389648438,226.8800048828125,50208600,AAPL
2025-09-12,234.07000732421875,234.07000732421875,234.50999450683594,229.02000427246094,229.22000122070312,55824200,AAPL
2025-09-15,236.6999969482422,236.6999969482422,238.19000244140625,235.02999877929688,237.0,42699500,AAPL
2025-09-16,238.14999389648438,238.14999389648438,241.22000122070312,236.32000732421875,237.17999267578125,63421100,AAPL
2025-09-17,238.99000549316406,238.99000549316406,240.10000610351562,237.72999572753906,238.97000122070312,46508000,AAPL
2025-09-18,237.8800048828125,237.8800048828125,241.1999969482422,236.64999389648438,239.97000122070312,44249600,AAPL
2025-09-19,245.5,245.5,246.3000030517578,240.2100067138672,241.22999572753906,163741300,AAPL
2025-09-22,256.0799865722656,256.0799865722656,256.6400146484375,248.1199951171875,248.3000030517578,105517400,AAPL
2025-09-23,254.42999267578125,254.42999267578125,257.3399963378906,253.5800018310547,255.8800048828125,60275200,AAPL
2025-09-24,252.30999755859375,252.30999755859375,255.74000549316406,251.0399932861328,255.22000122070312,42303700,AAPL
2025-09-25,256.8699951171875,256.8699951171875,257.1700134277344,251.7100067138672,253.2100067138672,55202100,AAPL
2025-09-26,255.4600067138672,255.4600067138672,257.6000061035156,253.77999877929688,254.10000610351562,46076300,AAPL
2025-09-29,254.42999267578125,254.42999267578125,255.0,253.00999450683594,254.55999755859375,40091100,AAPL
